SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month,rowID
-102.432134,32.14550601,-102.432134,32.14550601,QEP,9/3/2015,SPRABERRY LOWER SHALE,7125.0000,1393.0000,31.0000,849.8840,603.1840,3.8490,6.5030,6487.8070,,20862.6400,0.0580,3055.8832,0.4910,0.0030,2.9322,0.2130,0.1510,0.9500,3.5405,109856.6016,2652
-102.4294785,32.12711129,-102.4290071,32.1271475,QEP,3/1/2015,SPRABERRY LOWER SHALE,7302.0000,1478.0000,30.0000,653.8510,754.3450,5.2620,4.0210,6494.3090,,19545.7150,0.0560,2997.7689,0.5180,0.0040,2.9115,0.2120,0.1580,0.9490,3.6516,77984.4375,2653
-102.4299819,32.16242871,-102.4299641,32.16264276,QEP,6/10/2015,SPRABERRY LOWER SHALE,7264.0000,1477.0000,31.0000,655.2680,655.2680,4.0210,4.0210,6490.2880,,22833.7860,0.0570,3186.9431,0.4480,0.0040,2.9066,0.2150,0.1570,0.9490,3.6507,110935.4922,2654
-102.4369857,32.12516958,-102.4365134,32.12509757,QEP,5/31/2015,SPRABERRY LOWER SHALE,7265.0000,1436.0000,40.0000,675.2300,675.2300,12.3890,12.3890,6502.6780,,17816.8250,0.0530,3237.1060,0.5350,0.0040,2.8963,0.2100,0.1600,0.9480,3.7099,73943.3828,2655
-102.4365134,32.12509757,-102.4365134,32.12509757,QEP,10/7/2015,SPRABERRY MIDDLE,7593.0000,1375.0000,30.0000,1361.8700,1342.5070,8.7790,11.1550,5765.0900,,15482.4570,0.0500,1982.7363,0.2800,,2.6352,0.2090,0.1960,0.9510,3.5617,93182.7188,2656
-102.4363828,32.14795156,-102.4357851,32.14816419,QEP,7/6/2014,WOLFCAMP D,7809.0000,994.0000,27.0000,2000.0000,2000.0000,500.0000,500.0000,7872.8910,,17099.9780,0.0600,4960.7028,0.6460,,1.9165,0.2680,0.2040,0.9580,3.5651,48123.8828,2657
-102.4306839,32.13007921,-102.4299063,32.13027099,COP,3/14/2016,WOLFCAMP B,7320.0000,1281.0000,31.0000,659.2560,659.2560,56.9410,56.9410,7113.8540,150.7140,8397.7840,0.0680,4238.2406,0.5540,0.0030,2.7542,0.2230,0.1570,0.9760,3.9206,82195.0234,2658
-102.435185,32.15400183,-102.4346775,32.15408665,COP,3/15/2016,WOLFCAMP B,7320.0000,1202.0000,31.0000,661.1070,661.1070,56.9410,56.9410,7056.9140,147.1290,,0.0620,,,0.0030,,0.1590,0.3370,0.9760,3.8433,87263.5703,2659
-102.4264803,32.12402129,-102.4261697,32.1238829,COP,3/15/2016,WOLFCAMP B,7082.0000,1325.0000,32.0000,756.0090,424.3510,316.8600,25.7330,7101.1390,147.8900,8613.9690,0.0560,4088.6530,0.4510,0.0030,3.0607,0.2020,0.1840,0.9710,3.8775,104560.0938,2660
-102.4261697,32.1238829,-102.4261697,32.1238829,COP,3/14/2016,WOLFCAMP B,7322.0000,1231.0000,31.0000,127.0800,442.5240,342.5930,345.8570,7126.8720,147.8900,7859.1460,0.0610,4319.5889,0.5670,0.0030,2.8378,0.2220,0.1550,0.9710,3.8790,85156.0547,2661
-102.4189957,32.16768305,-102.4189957,32.16768305,COP,10/5/2015,WOLFCAMP B,3332.0000,1244.0000,31.0000,527.5720,527.5720,13.0090,13.0090,7148.0320,155.2880,10708.2890,0.0590,4281.0863,0.4190,0.0010,3.0126,0.2050,0.1720,0.9730,2.4765,37581.2422,2662
-102.4188814,32.16781898,-102.4189957,32.16768305,COP,10/6/2015,SPRABERRY LOWER SHALE,4920.0000,,3.0000,2000.0000,2000.0000,500.0000,500.0000,6496.0970,,20202.9575,0.0570,3244.2111,0.4550,0.0020,2.4724,0.2130,0.1760,0.9730,2.0343,65588.2109,2663
-102.3838864,32.17059221,-102.3837146,32.17064021,COP,10/31/2015,WOLFCAMP D,5000.0000,1228.0000,33.0000,639.2580,639.2580,500.0000,146.9120,7776.1920,,17491.4120,0.0550,4819.5000,0.5660,,1.9303,0.2660,0.2070,0.9730,3.1583,38698.6367,2664
-102.3672654,32.16151771,-102.3672654,32.16151771,COP,7/12/2015,WOLFCAMP B,4855.0000,1727.0000,39.0000,339.4500,339.4500,13.0090,13.0090,7135.0220,154.5670,9775.1330,0.0550,3981.3585,0.4430,0.0040,3.1725,0.1940,0.1780,0.9740,3.3661,62273.3672,2665
-102.4206503,32.11988788,-102.4206503,32.11988788,COP,7/11/2015,WOLFCAMP A,4920.0000,1700.0000,39.0000,332.3340,332.3340,193.8460,193.8460,6937.8590,,13397.1470,0.0390,4068.7931,0.3530,0.0050,1.9353,0.1500,0.4050,0.9740,3.3456,71900.7031,2666
-102.4209797,32.11971055,-102.4206503,32.11988788,COP,7/12/2015,WOLFCAMP B,4742.0000,1717.0000,40.0000,335.2720,335.2720,3.3170,193.8460,7131.7050,155.8480,9723.1940,0.0550,4042.4667,0.4170,0.0030,3.1492,0.1870,0.1850,0.9730,3.3175,48426.6406,2667
-102.424382,32.16923047,-102.4242201,32.16927772,COP,7/12/2015,WOLFCAMP D,4740.0000,1776.0000,40.0000,637.0870,637.0870,500.0000,146.9120,7923.1040,,18910.1440,0.0560,5220.8148,0.5830,,2.0188,0.2620,0.1830,0.9730,3.4769,31546.0605,2668
-102.2184017,32.19977751,-102.2184017,32.19977751,QEP,1/5/2016,SPRABERRY MIDDLE,9030.0000,1256.0000,32.0000,616.0600,616.0600,29.8770,29.8770,5855.6300,,18807.6930,0.0500,1976.7901,0.1510,,2.5635,0.2020,0.2310,0.9300,3.9545,108193.7188,2669
-102.2184857,32.19978248,-102.2184017,32.19977751,QEP,1/2/2016,SPRABERRY MIDDLE,9005.0000,1468.0000,31.0000,619.1520,619.1520,1.1650,1.1650,5825.7540,,19746.7250,0.0510,1973.6888,0.1400,,2.6931,0.2010,0.2300,0.9290,4.1542,93793.8672,2670
-102.4267854,32.12653143,-102.4262575,32.12636077,QEP,12/28/2015,SPRABERRY MIDDLE,9049.0000,1253.0000,31.0000,885.7860,885.7860,1.1650,1.1650,5824.5890,,20289.1970,0.0510,1975.1025,0.1280,,2.6562,0.2040,0.2340,0.9280,3.9372,91974.3594,2671
-102.4652886,32.39109551,-102.4649462,32.39106907,QEP,9/7/2014,WOLFCAMP D,10080.0000,1408.0000,35.0000,2000.0000,2000.0000,500.0000,500.0000,7756.3610,,17668.1770,0.0610,4970.0485,0.5370,,1.8159,0.2730,0.2090,0.9470,4.7714,88455.0000,2672
-102.4606882,32.39797738,-102.4608773,32.39786343,OVV,6/13/2014,WOLFCAMP B,7398.0000,1307.0000,36.0000,2000.0000,2000.0000,500.0000,500.0000,7161.6590,165.0010,4823.1770,0.0560,4568.0246,0.7060,0.0090,3.0736,0.1750,0.1750,0.9350,3.7061,63257.3711,2673
-102.4769499,32.3906961,-102.4769499,32.3906961,QEP,4/21/2015,SPRABERRY LOWER SHALE,10559.0000,1489.0000,29.0000,2000.0000,2000.0000,500.0000,500.0000,6454.9080,,22524.9280,0.0570,3160.1209,0.4320,0.0020,2.8835,0.2210,0.2050,0.9360,4.7559,147762.2031,2674
-102.4766866,32.3907751,-102.4769499,32.3906961,QEP,4/25/2015,WOLFCAMP B,10553.0000,1484.0000,35.0000,2000.0000,2000.0000,500.0000,500.0000,7003.0790,205.9290,10324.5910,0.0560,4315.2729,0.5980,0.0030,3.4703,0.1570,0.2710,0.9360,4.9127,148091.7656,2675
-102.4529901,32.4406535,-102.4531473,32.44059953,QEP,4/30/2015,WOLFCAMP D,10540.0000,1979.0000,36.0000,2000.0000,2000.0000,500.0000,500.0000,7704.0940,,25098.8570,0.0710,4991.8413,0.5450,,3.1396,0.2840,0.2040,0.9360,5.6071,79449.7188,2676
-102.2205623,32.20692621,-102.2205623,32.20692621,PXD,8/21/2015,WOLFCAMP A,6953.0000,1356.0000,37.0000,2000.0000,2000.0000,500.0000,500.0000,5302.1380,,18428.5780,0.0570,3207.9128,0.4120,0.0160,2.8959,0.2010,0.2240,0.7610,4.1679,81492.0000,2677
-102.2205836,32.20692379,-102.2205623,32.20692621,COP,2/28/2017,WOLFCAMP A,9482.0000,2245.0000,62.0000,312.2750,312.2750,169.9180,169.9180,6031.1090,,18270.5100,0.0340,3392.3945,0.3560,0.0090,1.9173,0.1310,0.4980,0.9030,6.1087,67882.2734,2678
-102.2205623,32.20692621,-102.2205623,32.20692621,COP,2/2/2017,WOLFCAMP B,9584.0000,2212.0000,61.0000,337.0630,337.0630,5.8230,175.7410,6206.8490,465.2180,17270.4000,0.0460,3567.8792,0.5390,0.0240,2.5127,0.1430,0.3780,0.9030,6.1560,384544.5000,2679
-102.2551818,32.2330324,-102.2551487,32.23303313,COP,2/2/2017,WOLFCAMP B,9540.0000,2228.0000,61.0000,312.1020,312.1020,11.0280,11.0280,6201.0270,465.2180,19865.3700,0.0470,3692.4625,0.4930,0.0170,2.6332,0.1500,0.3510,0.9040,6.1458,72298.2422,2680
-102.4534936,32.45022483,-102.4535619,32.44992008,COP,5/7/2014,WOLFCAMP A,5069.0000,1464.0000,45.0000,,,,,6001.7750,,15460.8710,0.0320,3690.9634,0.4250,0.0130,2.0282,0.1390,0.4690,0.9040,3.1281,56434.0000,2681
-102.2964866,32.15338335,-102.2962733,32.15339004,XOM,1/18/2016,WOLFCAMP B,7442.0000,1123.0000,35.0000,782.5420,782.5420,190.1370,190.1370,6930.0360,419.1850,13367.3530,0.0610,4552.5189,0.6390,0.0090,3.7544,0.1980,0.1940,0.9220,4.0076,90241.9922,2682
-102.3129809,32.14953046,-102.312922,32.1497709,XOM,1/16/2016,WOLFCAMP B,10055.0000,1124.0000,37.0000,623.3870,37.0250,228.0480,171.8580,6739.8980,419.1850,14551.1210,0.0800,4600.8777,0.6800,0.0110,3.4084,0.2260,0.1100,0.9210,4.9382,141171.0000,2683
-102.2981803,32.15707227,-102.2980369,32.15708095,XOM,1/13/2016,WOLFCAMP B,10143.0000,1111.0000,34.0000,609.0320,609.0320,171.8580,171.8580,6911.7560,409.3110,14932.5490,0.0610,4656.2393,0.5950,0.0110,3.5518,0.1980,0.1970,0.9200,4.9327,146719.0000,2684
-102.3937747,32.1392545,-102.3937747,32.1392545,XOM,2/1/2016,WOLFCAMP B,10142.0000,944.0000,31.0000,35.2520,322.1960,308.1690,345.5590,6733.6900,409.3110,15024.6890,0.0810,4562.5476,0.6710,0.0130,3.3700,0.2240,0.1290,0.9190,4.6289,95531.0000,2685
-102.4680883,32.42814483,-102.4680197,32.4282135,XOM,8/24/2016,WOLFCAMP A,10264.0000,1086.0000,34.0000,28.8320,333.5540,33.2860,1.2230,6453.4800,,27998.4140,0.0520,3747.9407,0.3410,0.0150,2.3085,0.1930,0.3090,0.9180,4.9440,108885.0000,2686
-102.4684366,32.42774035,-102.4684366,32.42774035,XOM,9/4/2016,WOLFCAMP B,10263.0000,1220.0000,39.0000,634.8010,329.8380,298.1440,159.4940,6712.7870,396.8030,13612.0040,0.0810,4564.3094,0.7020,0.0130,3.3000,0.2070,0.1550,0.9170,5.1800,155017.0000,2687
-102.3175133,32.40923992,-102.3164154,32.40792029,XOM,7/22/2016,WOLFCAMP B,10264.0000,1109.0000,38.0000,1368.1170,666.2120,166.4590,102.4790,6872.2800,396.8030,11635.0150,0.0610,4521.8753,0.6770,0.0120,3.1380,0.1850,0.2460,0.9160,5.0208,123052.0000,2688
-102.3175133,32.40923992,-102.3164154,32.40792029,XOM,8/19/2016,WOLFCAMP B,7383.0000,1143.0000,37.0000,662.8650,336.5840,299.9980,70.9450,6698.8560,402.9180,11988.6160,0.0780,4380.5362,0.7310,0.0130,3.1552,0.1980,0.1730,0.9150,3.9994,91450.0000,2689
-102.3175877,32.40908939,-102.316985,32.40840272,XOM,1/17/2016,WOLFCAMP A,7408.0000,1128.0000,25.0000,623.2230,623.2230,228.0480,228.0480,6511.8510,,24926.5640,0.0470,3985.3040,0.3320,0.0140,2.0028,0.1880,0.3510,0.9220,3.8183,62648.0000,2690
-102.3148803,32.19796316,-102.3148867,32.197952,XOM,12/5/2017,WOLFCAMP A,10254.0000,1409.0000,53.0000,323.5670,323.5670,187.9250,187.9250,6413.4810,,26505.6900,0.0510,3263.5746,0.3330,0.0140,2.4278,0.1930,0.2590,0.9210,5.6154,71714.0000,2691
-102.2383126,32.38494221,-102.2383126,32.38494221,XOM,1/12/2016,WOLFCAMP A,10253.0000,1110.0000,38.0000,649.0040,611.8630,49.4320,270.7780,6462.9120,,26890.6530,0.0520,3834.6240,0.3560,0.0160,2.3406,0.1940,0.2960,0.9200,4.9712,107838.0000,2692
-102.3566946,32.452315,-102.3563996,32.45262011,XOM,12/9/2017,WOLFCAMP A,10253.0000,1410.0000,54.0000,335.9750,335.9750,205.4540,205.4540,6388.1310,,30323.0090,0.0520,3173.8088,0.2680,0.0150,2.5577,0.1940,0.2660,0.9190,5.6220,104974.0000,2693
-102.2456911,32.25061478,-102.2456713,32.25061086,XOM,8/24/2016,WOLFCAMP A,10103.0000,1124.0000,35.0000,622.6800,325.7560,129.6540,258.0840,6454.7030,,27575.2030,0.0520,3729.7016,0.3470,0.0150,2.2704,0.1950,0.3100,0.9180,4.8814,90718.0000,2694
-102.2183929,32.44972045,-102.2187922,32.44983775,XOM,12/11/2017,WOLFCAMP A,10203.0000,1415.0000,53.0000,341.2140,341.2140,197.2760,197.2760,6374.5840,,14409.0320,0.0660,3659.7363,0.6700,0.0150,2.1208,0.2510,0.1360,0.9170,5.5831,130741.0000,2695
-102.394093,32.42496684,-102.3940716,32.42494651,XOM,7/22/2016,WOLFCAMP A,10201.0000,1107.0000,36.0000,661.5220,645.6390,56.3480,267.9240,6430.9320,,27257.1730,0.0530,3808.9874,0.3710,0.0120,2.3652,0.1850,0.3110,0.9160,4.8992,110775.0000,2696
-102.3611958,32.45164742,-102.3613986,32.45178,XOM,4/25/2017,WOLFCAMP A,10294.0000,1426.0000,54.0000,314.3170,314.3170,211.1400,211.1400,6366.7850,,30906.9270,0.0540,3094.3785,0.2860,0.0120,2.5255,0.1870,0.2890,0.9150,5.6684,109568.9922,2697
-102.3660938,32.4496256,-102.3663207,32.44973956,XOM,10/18/2015,SPRABERRY LOWER SHALE,10303.0000,1303.0000,45.0000,2000.0000,2000.0000,500.0000,500.0000,5898.7720,,33223.8180,0.0620,3032.0351,0.3940,0.0110,2.0275,0.2750,0.0950,0.9220,5.2820,94473.0000,2698
-102.3163897,32.43471719,-102.3163877,32.43471009,OXY,12/17/2015,WOLFCAMP A,6826.0000,,,158.5940,158.5940,198.0720,198.0720,5674.0170,,23624.3220,0.0590,3425.2953,0.5050,0.0100,2.3879,0.1930,0.3270,0.9410,4.4393,134252.0000,2699
-102.2318468,32.23409238,-102.2318468,32.23409238,OXY,12/21/2015,WOLFCAMP B,6636.0000,,,215.2280,415.7630,500.0000,294.9700,6167.0590,493.3140,23442.4860,0.0670,3440.1873,0.5710,0.0130,2.5252,0.2010,0.2300,0.9410,4.4776,139907.1563,2700
-102.2176197,32.51321731,-102.2173919,32.5129734,OXY,12/21/2015,WOLFCAMP B,6946.0000,1735.0000,44.0000,823.1210,490.1670,123.3410,48.6100,5872.0890,493.3140,16655.0790,0.0590,4123.7634,0.6770,0.0130,2.8088,0.1720,0.2850,0.9410,4.9208,128747.0000,2701
-102.2175915,32.51322919,-102.2173919,32.5129734,OXY,11/7/2016,WOLFCAMP A,6952.0000,2015.0000,61.0000,1060.6380,631.0470,53.5470,60.5500,5627.4730,,35047.2690,0.0630,3223.4716,0.2920,0.0100,2.4835,0.1930,0.3110,0.9410,5.3803,100828.0078,2702
-102.2877819,32.10413425,-102.2877598,32.10386178,OXY,11/7/2016,WOLFCAMP B,6792.0000,1833.0000,61.0000,202.0240,511.7240,269.9540,293.2260,5920.6990,492.8820,22788.2650,0.0580,3326.8216,0.5130,0.0130,2.6671,0.1760,0.2770,0.9410,5.1594,83976.0000,2703
-102.2123446,32.09134468,-102.2123446,32.09134468,OXY,3/20/2017,WOLFCAMP A,6463.0000,1776.0000,57.0000,562.5830,562.5830,60.5500,60.5500,5688.0230,,27188.1730,0.0570,3665.6777,0.4000,0.0100,2.3459,0.1910,0.3370,0.9410,4.8484,160638.0000,2704
-102.257592,32.36185816,-102.2575507,32.36186446,OXY,3/20/2017,WOLFCAMP B,6792.0000,1883.0000,56.0000,852.6440,852.6440,219.8940,219.8940,6205.0940,492.8820,17759.1870,0.0590,3482.1387,0.6340,0.0120,13.6237,0.1940,0.2760,0.9410,5.1990,110002.0000,2705
-102.48847,32.45381121,-102.48847,32.45381121,GUIDON,6/15/2018,WOLFCAMP B,10751.0000,2022.0000,50.0000,1271.7700,18.7680,11.6330,11.6330,6976.4230,222.0340,7268.6860,0.0500,4856.6359,0.6530,0.0020,2.9864,0.1750,0.2120,0.8500,8.0360,113230.7891,2706
-102.2415861,32.3394805,-102.241583,32.33947611,GUIDON,12/5/2018,WOLFCAMP A,10814.0000,2034.0000,52.0000,404.4390,404.4390,301.2870,173.0280,6669.3190,,15966.7460,0.0510,3927.9082,0.4130,0.0080,2.6192,0.1920,0.2470,0.8500,8.0834,78071.0391,2707
-102.4080852,32.35789893,-102.4083478,32.35763888,GUIDON,11/28/2018,SPRABERRY LOWER SHALE,10658.0000,2560.0000,62.0000,676.2300,363.4490,12.4330,4.6180,6281.0140,,19739.8340,0.0510,2564.4598,0.4940,0.0050,2.3741,0.2000,0.1480,0.8510,9.0914,203161.4688,2708
-102.3484934,32.42310888,-102.3484734,32.4230933,GUIDON,12/6/2018,SPRABERRY LOWER SHALE,10720.0000,1604.0000,35.0000,,,,,5528.3032,,9355.1280,0.0670,3488.3591,0.7600,0.0110,2.5517,0.2240,0.1390,0.9310,6.9694,394342.8125,2709
-102.3370304,32.44510874,-102.3370304,32.44510874,COP,4/7/2016,WOLFCAMP B,5024.0000,1092.0000,32.0000,660.3930,660.3930,224.7430,269.2990,6695.2710,406.5340,10448.6810,0.0390,4414.6921,0.6480,0.0070,1.9761,0.1360,0.4090,0.9100,2.9012,65566.8203,2710
-102.3920867,32.39101513,-102.3921768,32.39085,COP,4/8/2016,WOLFCAMP B,5894.0000,931.0000,28.0000,297.2030,674.7720,247.0780,261.9580,6692.2050,406.7690,11624.4320,0.0400,4476.9513,0.6060,0.0070,2.0133,0.1380,0.4000,0.9110,3.0319,41770.9414,2711
-102.2316838,32.27137105,-102.2316762,32.27124516,COP,4/7/2016,WOLFCAMP A,5922.0000,927.0000,27.0000,1339.0560,297.4520,168.2470,87.7040,6525.4910,,28291.1310,0.0610,3898.2738,0.4300,0.0070,2.6572,0.1760,0.3050,0.9110,3.0111,45717.6250,2712
-102.4085885,32.39656572,-102.4088636,32.39628811,COP,4/7/2016,WOLFCAMP C,5922.0000,924.0000,27.0000,292.6740,295.6620,260.4260,258.8930,6954.1630,,15549.3530,0.0510,3496.1046,0.5330,,2.0608,0.1820,0.2920,0.9110,3.0622,34589.8477,2713
-102.4293737,32.39872164,-102.4293737,32.39872164,QEP,9/13/2018,WOLFCAMP A,10191.0000,1797.0000,33.0000,231.0600,231.0600,190.0740,190.0740,6529.9650,,12351.0660,0.0540,3747.4954,0.5670,0.0170,2.6388,0.2110,0.1100,0.8550,5.0375,111865.1328,2714
-102.4167275,32.37190469,-102.4167275,32.37190469,SM,11/15/2018,WOLFCAMP A,9042.0000,1866.0000,52.0000,,,,,4160.4346,,12373.8690,0.0310,2678.3123,0.4340,0.0200,2.3403,0.1790,0.2670,0.8190,4.9685,143333.0000,2715
-102.2676862,32.19599074,-102.2676847,32.19597638,COP,4/9/2019,SPRABERRY LOWER SHALE,7599.0000,2006.0000,43.0000,362.8340,362.8340,90.4980,90.4980,6197.7690,,13700.0150,0.0540,2663.7122,0.6430,0.0120,2.3024,0.2190,0.0960,0.9750,4.7067,191190.0000,2716
-102.219889,32.29805171,-102.2200933,32.29851115,COP,4/23/2019,WOLFCAMP B,10241.0000,1819.0000,45.0000,797.6900,797.6900,11.6550,11.6550,6810.3800,254.8950,10424.3580,0.0430,4212.6782,0.4480,0.0110,2.6524,0.1510,0.2490,0.9760,5.8362,166758.0000,2717
-102.230181,32.23414242,-102.2304278,32.23394957,COP,4/13/2019,SPRABERRY MIDDLE,7586.0000,1991.0000,43.0000,765.7850,765.7850,4.0010,4.0010,5426.9880,,4717.2610,0.0400,1849.1258,0.7930,,2.2014,0.2290,0.1320,0.9750,4.5698,166191.0000,2718
-102.2647867,32.29582021,-102.2651605,32.29783824,COP,10/19/2014,WOLFCAMP B,5022.0000,2087.0000,51.0000,2000.0000,1076.7970,26.9540,500.0000,6578.1260,408.5650,19462.8070,0.0480,4153.5400,0.4960,0.0090,2.1249,0.1420,0.3900,0.9160,3.6834,86912.4688,2719
-102.4088935,32.43594588,-102.4088528,32.43593305,PXD,2/19/2016,WOLFCAMP B,5106.0000,1758.0000,42.0000,1075.1280,669.6140,325.7450,163.4630,6852.6740,422.2040,17718.2330,0.0620,4599.6557,0.5740,0.0070,2.8046,0.1630,0.2830,0.9310,3.9568,103622.0000,2720
-102.2785277,32.11705113,-102.2785658,32.11704732,PXD,2/25/2016,WOLFCAMP A,5092.0000,1765.0000,40.0000,1075.5020,576.5020,335.8150,176.1030,6520.6090,,23927.2550,0.0450,3451.5084,0.2620,0.0100,2.2633,0.1540,0.3900,0.9310,3.8733,91264.5703,2721
-102.2989358,32.09808402,-102.2987985,32.09837394,PXD,12/5/2016,WOLFCAMP A,10398.0000,1956.0000,47.0000,,,,,6313.8857,,25611.1000,0.0430,3725.6435,0.2220,0.0080,2.2825,0.1480,0.4290,0.9340,7.2562,246430.0000,2722
-102.2972345,32.09196126,-102.2971337,32.09193289,PXD,12/5/2016,WOLFCAMP B,10434.0000,1776.0000,57.0000,1326.8790,1326.8790,16.2730,16.2730,6996.0220,406.3460,13385.5990,0.0430,4417.2846,0.5290,0.0070,2.3193,0.1380,0.3850,0.9330,7.2995,189206.0000,2723
-102.3025978,32.09603548,-102.3024808,32.09604782,PXD,12/16/2016,WOLFCAMP B,10368.0000,1977.0000,53.0000,1337.9140,337.3180,393.8950,69.3580,6929.5320,435.6790,17026.7930,0.0560,4553.2427,0.5440,0.0070,2.4502,0.1470,0.3470,0.9310,7.4830,209368.0156,2724
-102.2741786,32.21861634,-102.2846532,32.25482263,PXD,12/16/2016,WOLFCAMP A,10368.0000,1976.0000,53.0000,996.7440,666.8410,359.2160,324.5360,6535.6370,,23590.2490,0.0410,3643.8542,0.2100,0.0070,2.2251,0.1440,0.4290,0.9320,7.4095,234731.0000,2725
-102.2195723,32.38426692,-102.2280743,32.41168818,PXD,2/13/2015,WOLFCAMP A,4449.0000,1758.0000,36.0000,2000.0000,1004.8360,12.6410,500.0000,6533.2490,,23577.7780,0.0460,3552.1580,0.2930,0.0100,2.2205,0.1540,0.3920,0.9320,3.4771,86795.0000,2726
-102.2187653,32.38299589,-102.2066784,32.34877364,COP,3/26/2015,WOLFCAMP B,5046.0000,1664.0000,38.0000,6.8780,6.8780,218.8850,218.8850,6456.3040,404.5520,14569.2370,0.0350,3848.5240,0.4760,0.0110,1.9801,0.1340,0.4160,0.9120,3.2791,54910.1016,2727
-102.2153374,32.38381089,-102.2045525,32.34928604,FIREBIRD,5/19/2013,WOLFCAMP B,3661.0000,343.0000,22.0000,2000.0000,749.8930,38.1190,500.0000,6689.4790,225.4160,8316.4570,0.0360,4158.8183,0.4640,0.0110,1.8555,0.1340,0.4040,0.8860,2.7563,104870.2500,2728
-102.3142684,32.41584109,-102.3049532,32.38663258,COP,5/20/2017,WOLFCAMP A,8955.0000,2009.0000,73.0000,646.6180,657.3560,12.6040,5.2920,6761.2990,,15032.1000,0.0480,3307.3702,0.5260,0.0120,2.0785,0.1930,0.2510,0.9650,5.8642,168749.0000,2729
-102.3200562,32.41451207,-102.3089981,32.38569557,COP,5/20/2017,SPRABERRY LOWER SHALE,9463.0000,2237.0000,66.0000,675.3150,663.9490,37.9070,7.9570,6156.8080,,30146.1450,0.0580,3123.6656,0.3940,0.0080,2.6541,0.2400,0.1360,0.9650,6.1985,322368.0000,2730
-102.226972,32.39245916,-102.2179759,32.36132631,COP,5/18/2017,WOLFCAMP A,9444.0000,1995.0000,73.0000,646.0630,646.0630,0.2880,0.2880,6756.0070,,15858.0375,0.0430,4219.3131,0.3940,0.0100,2.1769,0.1710,0.3780,0.9620,6.0950,166371.0000,2731
-102.2374044,32.25340051,-102.2271488,32.22245775,COP,5/19/2017,SPRABERRY LOWER SHALE,9367.0000,2222.0000,65.0000,648.6620,648.6620,7.9570,7.9570,6148.8510,,28596.0410,0.0570,3065.5483,0.4120,0.0080,2.6439,0.2380,0.1410,0.9650,6.1175,258691.0000,2732
-102.2111531,32.30272233,-102.2043722,32.27335923,COP,5/9/2017,WOLFCAMP B,9476.0000,2229.0000,62.0000,1004.3850,830.9190,7.7030,15.1180,6756.2940,224.9030,18955.8180,0.0480,4325.2764,0.3650,0.0180,2.3538,0.1790,0.3500,0.9640,6.2158,174035.0000,2733
-102.2759566,32.2255727,-102.2893796,32.261238,COP,5/7/2017,SPRABERRY LOWER SHALE,9490.0000,2231.0000,61.0000,1006.7990,827.6410,33.9140,55.6020,6136.6260,,27549.2200,0.0560,2976.2385,0.4200,0.0100,2.6127,0.2370,0.1420,0.9640,6.1287,300978.0000,2734
-102.4297546,32.17364555,-102.4297546,32.17364555,COP,6/27/2016,WOLFCAMP A,9836.0000,1796.0000,43.0000,2000.0000,914.2010,500.0000,500.0000,6800.2320,,14476.6870,0.0470,4119.7855,0.5480,0.0050,2.3061,0.1700,0.3130,0.9600,5.5802,215332.2813,2735
-102.4471973,32.25688834,-102.4471973,32.25688834,COP,10/25/2016,SPRABERRY LOWER SHALE,9836.0000,1830.0000,41.0000,2000.0000,199.7900,78.3770,500.0000,6269.3630,,24385.1920,0.0620,2632.9913,0.4910,0.0080,2.4886,0.2150,0.1570,0.9600,5.5224,252239.0938,2736
-102.4693445,32.440894,-102.4693445,32.440894,COP,9/22/2017,WOLFCAMP A,9744.0000,1836.0000,38.0000,505.2260,388.4580,171.0370,153.7930,6646.4390,,34287.1560,0.0760,3906.5877,0.2640,0.0050,2.7672,0.1940,0.2300,0.9600,5.4878,204933.1563,2737
-102.4479432,32.41545085,-102.4479432,32.41545085,COP,9/21/2017,WOLFCAMP A,9353.0000,1906.0000,40.0000,776.7570,366.2970,175.4310,235.0830,6565.1480,,21032.3860,0.0700,3956.4966,0.5030,0.0080,2.5969,0.2260,0.1270,0.9610,5.4137,193311.0938,2738
-102.4651009,32.39657191,-102.4651009,32.39657191,COP,3/21/2018,WOLFCAMP A,9744.0000,1829.0000,43.0000,460.8350,443.6950,208.8880,269.5710,6834.7190,,12862.8770,0.0590,4362.4196,0.5290,0.0080,2.8866,0.1790,0.2030,0.9610,5.6041,184776.8594,2739
-102.4053119,32.45927795,-102.4053119,32.45927795,COP,3/21/2018,WOLFCAMP A,9560.0000,1883.0000,40.0000,888.3840,426.6800,148.2040,121.3670,6686.5160,,31587.8290,0.0750,4076.6038,0.3160,0.0080,2.3806,0.1770,0.3100,0.9620,5.4900,234013.8125,2740
